16,18,0.000,0.000,1.000,1.000,1,0.999
16,18,0.000,0.000,1.000,1.000,5,0.026
16,18,0.000,0.000,1.000,1.000,6,0.003
16,19,0.000,0.000,1.000,1.000,1,0.997
16,19,0.000,0.000,1.000,1.000,5,0.052
16,19,0.000,0.000,1.000,1.000,6,0.004
16,20,0.000,0.000,1.000,1.000,1,0.999
16,20,0.000,0.000,1.000,1.000,5,0.024
16,20,0.000,0.000,1.000,1.000,6,0.003
16,21,0.000,0.000,1.000,1.000,1,1.000
16,21,0.000,0.000,1.000,1.000,5,0.007
16,22,0.000,0.000,1.000,1.000,1,1.000
16,22,0.000,0.000,1.000,1.000,5,0.006
16,23,0.000,0.000,1.000,1.000,1,1.000
16,23,0.000,0.000,1.000,1.000,5,0.012
16,23,0.000,0.000,1.000,1.000,6,0.003
16,24,0.000,0.000,1.000,1.000,1,0.998
16,24,0.000,0.000,1.000,1.000,5,0.026
16,24,0.000,0.000,1.000,1.000,6,0.003
16,25,0.000,0.000,1.000,1.000,1,0.998
16,25,0.000,0.000,1.000,1.000,5,0.043
16,25,0.000,0.000,1.000,1.000,6,0.003
16,26,0.000,0.000,1.000,1.000,1,0.999
16,26,0.000,0.000,1.000,1.000,5,0.023
16,26,0.000,0.000,1.000,1.000,6,0.002
16,27,0.000,0.000,1.000,1.000,1,0.998
16,27,0.000,0.000,1.000,1.000,5,0.022
16,27,0.000,0.000,1.000,1.000,6,0.004
16,28,0.000,0.000,1.000,1.000,1,1.000
16,28,0.000,0.000,1.000,1.000,5,0.009
16,28,0.000,0.000,1.000,1.000,6,0.002
16,29,0.000,0.000,1.000,1.000,1,1.000
16,29,0.000,0.000,1.000,1.000,5,0.003
16,30,0.000,0.000,1.000,1.000,1,1.000
16,30,0.000,0.000,1.000,1.000,5,0.002
16,31,0.000,0.000,1.000,1.000,1,1.000
16,31,0.000,0.000,1.000,1.000,5,0.006
16,31,0.000,0.000,1.000,1.000,6,0.002
16,32,0.000,0.000,1.000,1.000,1,1.000
16,32,0.000,0.000,1.000,1.000,5,0.003
16,33,0.000,0.000,1.000,1.000,1,1.000
16,33,0.000,0.000,1.000,1.000,5,0.003
16,34,0.000,0.000,1.000,1.000,1,1.000
16,35,0.000,0.000,1.000,1.000,1,1.000
16,35,0.000,0.000,1.000,1.000,5,0.002
16,36,0.000,0.000,1.000,1.000,1,1.000
16,37,0.000,0.000,1.000,1.000,1,1.000
16,38,0.000,0.000,1.000,1.000,1,1.000
16,38,0.000,0.000,1.000,1.000,5,0.003
16,39,0.000,0.000,1.000,1.000,1,1.000
16,40,0.000,0.000,1.000,1.000,1,1.000
16,40,0.000,0.000,1.000,1.000,5,0.004
16,41,0.000,0.000,1.000,1.000,1,1.000
16,41,0.000,0.000,1.000,1.000,5,0.002
16,42,0.000,0.000,1.000,1.000,1,1.000
16,42,0.000,0.000,1.000,1.000,5,0.003
16,43,0.000,0.000,1.000,1.000,1,1.000
16,43,0.000,0.000,1.000,1.000,5,0.004
16,44,0.000,0.000,1.000,1.000,1,1.000
16,45,0.000,0.000,1.000,1.000,1,1.000
16,46,0.000,0.000,1.000,1.000,1,1.000
16,47,0.000,0.000,1.000,1.000,1,1.000
16,48,0.000,0.000,1.000,1.000,1,1.000
16,49,0.000,0.000,1.000,1.000,1,1.000
16,50,0.000,0.000,1.000,1.000,1,1.000
16,50,0.000,0.000,1.000,1.000,5,0.003
16,51,0.000,0.000,1.000,1.000,1,1.000
16,51,0.000,0.000,1.000,1.000,5,0.005
16,52,0.000,0.000,1.000,1.000,1,1.000
16,52,0.000,0.000,1.000,1.000,5,0.005
16,53,0.000,0.000,1.000,1.000,1,0.999
16,53,0.000,0.000,1.000,1.000,5,0.005
16,54,0.000,0.000,1.000,1.000,1,1.000
16,54,0.000,0.000,1.000,1.000,5,0.004
16,54,0.000,0.000,1.000,1.000,6,0.003
16,55,0.000,0.000,1.000,1.000,1,1.000
16,55,0.000,0.000,1.000,1.000,5,0.010
16,55,0.000,0.000,1.000,1.000,6,0.003
16,56,0.000,0.000,1.000,1.000,1,0.999
16,56,0.000,0.000,1.000,1.000,5,0.010
16,56,0.000,0.000,1.000,1.000,6,0.004
16,57,0.000,0.000,1.000,1.000,1,1.000
16,57,0.000,0.000,1.000,1.000,5,0.008
16,57,0.000,0.000,1.000,1.000,6,0.003
16,58,0.000,0.000,1.000,1.000,1,1.000
16,58,0.000,0.000,1.000,1.000,5,0.003
18,2,0.000,0.000,1.000,1.000,1,1.000
18,2,0.000,0.000,1.000,1.000,6,0.004
18,3,0.000,0.000,1.000,1.000,1,1.000
18,4,0.000,0.000,1.000,1.000,1,1.000
18,5,0.000,0.000,1.000,1.000,1,1.000
18,6,0.000,0.000,1.000,1.000,1,1.000
18,7,0.000,0.000,1.000,1.000,1,1.000
18,8,0.000,0.000,1.000,1.000,1,1.000
18,9,0.000,0.000,1.000,1.000,1,1.000
18,10,0.000,0.000,1.000,1.000,1,1.000
18,11,0.000,0.000,1.000,1.000,1,1.000
18,12,0.000,0.000,1.000,1.000,1,1.000
18,13,0.000,0.000,1.000,1.000,1,1.000
18,14,0.000,0.000,1.000,1.000,1,1.000
18,15,0.000,0.000,1.000,1.000,1,1.000
18,16,0.000,0.000,1.000,1.000,1,1.000
18,16,0.000,0.000,1.000,1.000,5,0.002
18,17,0.000,0.000,1.000,1.000,1,1.000
18,17,0.000,0.000,1.000,1.000,5,0.002
18,18,0.000,0.000,1.000,1.000,1,1.000
18,18,0.000,0.000,1.000,1.000,5,0.002
18,19,0.000,0.000,1.000,1.000,1,1.000
18,20,0.000,0.000,1.000,1.000,1,1.000
18,21,0.000,0.000,1.000,1.000,1,1.000
18,22,0.000,0.000,1.000,1.000,1,1.000
18,22,0.000,0.000,1.000,1.000,5,0.003
18,23,0.000,0.000,1.000,1.000,1,1.000
18,23,0.000,0.000,1.000,1.000,5,0.002
18,24,0.000,0.000,1.000,1.000,1,1.000
18,24,0.000,0.000,1.000,1.000,5,0.003
18,25,0.000,0.000,1.000,1.000,1,1.000
18,25,0.000,0.000,1.000,1.000,5,0.003
18,26,0.000,0.000,1.000,1.000,1,1.000
18,26,0.000,0.000,1.000,1.000,5,0.005
18,27,0.000,0.000,1.000,1.000,1,1.000
18,27,0.000,0.000,1.000,1.000,5,0.004
18,28,0.000,0.000,1.000,1.000,1,1.000
18,28,0.000,0.000,1.000,1.000,5,0.004
18,29,0.000,0.000,1.000,1.000,1,1.000
18,29,0.000,0.000,1.000,1.000,5,0.005
18,30,0.000,0.000,1.000,1.000,1,1.000
18,30,0.000,0.000,1.000,1.000,5,0.004
18,31,0.000,0.000,1.000,1.000,1,1.000
18,31,0.000,0.000,1.000,1.000,5,0.004
18,32,0.000,0.000,1.000,1.000,1,1.000
18,32,0.000,0.000,1.000,1.000,5,0.003
18,33,0.000,0.000,1.000,1.000,1,1.000
18,34,0.000,0.000,1.000,1.000,1,1.000
18,34,0.000,0.000,1.000,1.000,5,0.003
18,35,0.000,0.000,1.000,1.000,1,1.000
18,35,0.000,0.000,1.000,1.000,5,0.003
18,36,0.000,0.000,1.000,1.000,1,0.999
18,36,0.000,0.000,1.000,1.000,5,0.009
18,37,0.000,0.000,1.000,1.000,1,0.975
18,37,0.000,0.000,1.000,1.000,2,0.009
18,37,0.000,0.000,1.000,1.000,5,0.045
18,37,0.000,0.000,1.000,1.000,6,0.004
18,38,0.000,0.000,1.000,1.000,1,0.959
18,38,0.000,0.000,1.000,1.000,2,0.012
18,38,0.000,0.000,1.000,1.000,4,0.004
18,38,0.000,0.000,1.000,1.000,5,0.069
18,38,0.000,0.000,1.000,1.000,6,0.008
18,39,0.000,0.000,1.000,1.000,1,0.997
18,39,0.000,0.000,1.000,1.000,5,0.020
18,39,0.000,0.000,1.000,1.000,6,0.003
18,40,0.000,0.000,1.000,1.000,1,0.999
18,40,0.000,0.000,1.000,1.000,5,0.012
18,40,0.000,0.000,1.000,1.000,6,0.002
18,41,0.000,0.000,1.000,1.000,1,0.999
18,41,0.000,0.000,1.000,1.000,5,0.009
18,42,0.000,0.000,1.000,1.000,1,0.998
18,42,0.000,0.000,1.000,1.000,5,0.019
18,43,0.000,0.000,1.000,1.000,1,0.999
18,43,0.000,0.000,1.000,1.000,5,0.009
18,44,0.000,0.000,1.000,1.000,1,0.999
18,44,0.000,0.000,1.000,1.000,5,0.008
18,45,0.000,0.000,1.000,1.000,1,0.999
18,45,0.000,0.000,1.000,1.000,5,0.011
18,46,0.000,0.000,1.000,1.000,1,0.999
18,46,0.000,0.000,1.000,1.000,5,0.010
18,47,0.000,0.000,1.000,1.000,1,0.999
18,47,0.000,0.000,1.000,1.000,5,0.010
18,48,0.000,0.000,1.000,1.000,1,0.998
18,48,0.000,0.000,1.000,1.000,5,0.017
18,49,0.000,0.000,1.000,1.000,1,0.998
18,49,0.000,0.000,1.000,1.000,5,0.021
18,50,0.000,0.000,1.000,1.000,1,0.998
18,50,0.000,0.000,1.000,1.000,5,0.033
18,50,0.000,0.000,1.000,1.000,6,0.004
18,51,0.000,0.000,1.000,1.000,1,0.998
18,51,0.000,0.000,1.000,1.000,5,0.040
18,51,0.000,0.000,1.000,1.000,6,0.003
18,52,0.000,0.000,1.000,1.000,1,0.999
18,52,0.000,0.000,1.000,1.000,5,0.010
18,53,0.000,0.000,1.000,1.000,1,0.999
18,53,0.000,0.000,1.000,1.000,5,0.011
18,54,0.000,0.000,1.000,1.000,1,0.999
18,54,0.000,0.000,1.000,1.000,5,0.010
18,54,0.000,0.000,1.000,1.000,6,0.002
18,55,0.000,0.000,1.000,1.000,1,0.999
18,55,0.000,0.000,1.000,1.000,5,0.009
18,56,0.000,0.000,1.000,1.000,1,1.000
18,56,0.000,0.000,1.000,1.000,5,0.004
18,57,0.000,0.000,1.000,1.000,1,1.000
18,57,0.000,0.000,1.000,1.000,5,0.003
18,58,0.000,0.000,1.000,1.000,1,1.000
18,58,0.000,0.000,1.000,1.000,5,0.002
2,2,0.000,0.000,1.000,1.000,1,0.997
2,2,0.000,0.000,1.000,1.000,5,0.009
2,2,0.000,0.000,1.000,1.000,6,0.003
2,3,0.000,0.000,1.000,1.000,1,0.996
2,3,0.000,0.000,1.000,1.000,5,0.006
2,3,0.000,0.000,1.000,1.000,6,0.003
2,4,0.000,0.000,1.000,1.000,1,0.996
2,4,0.000,0.000,1.000,1.000,5,0.002
2,4,0.000,0.000,1.000,1.000,6,0.002
2,5,0.000,0.000,1.000,1.000,1,0.995
2,5,0.000,0.000,1.000,1.000,5,0.003
2,5,0.000,0.000,1.000,1.000,6,0.002
2,6,0.000,0.000,1.000,1.000,1,0.993
2,6,0.000,0.000,1.000,1.000,5,0.008
2,6,0.000,0.000,1.000,1.000,6,0.003
2,7,0.000,0.000,1.000,1.000,1,0.994
2,7,0.000,0.000,1.000,1.000,5,0.011
2,7,0.000,0.000,1.000,1.000,6,0.003
2,8,0.000,0.000,1.000,1.000,1,0.995
2,8,0.000,0.000,1.000,1.000,5,0.007
2,8,0.000,0.000,1.000,1.000,6,0.002
2,9,0.000,0.000,1.000,1.000,1,0.998
2,9,0.000,0.000,1.000,1.000,5,0.008
2,9,0.000,0.000,1.000,1.000,6,0.002
2,10,0.000,0.000,1.000,1.000,1,0.998
2,10,0.000,0.000,1.000,1.000,5,0.014
2,10,0.000,0.000,1.000,1.000,6,0.004
2,11,0.000,0.000,1.000,1.000,1,0.998
2,11,0.000,0.000,1.000,1.000,5,0.031
2,11,0.000,0.000,1.000,1.000,6,0.003
2,12,0.000,0.000,1.000,1.000,1,0.998
2,12,0.000,0.000,1.000,1.000,5,0.021
2,12,0.000,0.000,1.000,1.000,6,0.003
2,13,0.000,0.000,1.000,1.000,1,0.997
2,13,0.000,0.000,1.000,1.000,5,0.016
2,13,0.000,0.000,1.000,1.000,6,0.003
2,14,0.000,0.000,1.000,1.000,1,0.995
2,14,0.000,0.000,1.000,1.000,5,0.018
2,14,0.000,0.000,1.000,1.000,6,0.004
2,15,0.000,0.000,1.000,1.000,1,0.997
2,15,0.000,0.000,1.000,1.000,5,0.007
2,15,0.000,0.000,1.000,1.000,6,0.005
2,16,0.000,0.000,1.000,1.000,1,0.995
2,16,0.000,0.000,1.000,1.000,5,0.005
2,16,0.000,0.000,1.000,1.000,6,0.002
2,17,0.000,0.000,1.000,1.000,1,0.997
2,17,0.000,0.000,1.000,1.000,5,0.005
2,17,0.000,0.000,1.000,1.000,6,0.002
2,18,0.000,0.000,1.000,1.000,1,0.998
2,18,0.000,0.000,1.000,1.000,5,0.003
2,18,0.000,0.000,1.000,1.000,6,0.003
2,19,0.000,0.000,1.000,1.000,1,0.996
2,19,0.000,0.000,1.000,1.000,4,0.003
2,19,0.000,0.000,1.000,1.000,5,0.007
2,19,0.000,0.000,1.000,1.000,6,0.005
2,20,0.000,0.000,1.000,1.000,1,0.997
2,20,0.000,0.000,1.000,1.000,5,0.006
2,20,0.000,0.000,1.000,1.000,6,0.004
2,21,0.000,0.000,1.000,1.000,1,0.996
2,21,0.000,0.000,1.000,1.000,5,0.011
2,21,0.000,0.000,1.000,1.000,6,0.004
2,22,0.000,0.000,1.000,1.000,1,0.998
2,22,0.000,0.000,1.000,1.000,5,0.008
2,22,0.000,0.000,1.000,1.000,6,0.003
2,23,0.000,0.000,1.000,1.000,1,0.999
2,23,0.000,0.000,1.000,1.000,5,0.005
2,23,0.000,0.000,1.000,1.000,6,0.003
2,24,0.000,0.000,1.000,1.000,1,0.996
2,24,0.000,0.000,1.000,1.000,5,0.007
2,24,0.000,0.000,1.000,1.000,6,0.002
2,25,0.000,0.000,1.000,1.000,1,0.993
2,25,0.000,0.000,1.000,1.000,4,0.002
2,25,0.000,0.000,1.000,1.000,5,0.009
2,25,0.000,0.000,1.000,1.000,6,0.003
2,26,0.000,0.000,1.000,1.000,1,0.985
2,26,0.000,0.000,1.000,1.000,5,0.024
2,26,0.000,0.000,1.000,1.000,6,0.005
2,27,0.000,0.000,1.000,1.000,1,0.993
2,27,0.000,0.000,1.000,1.000,5,0.021
2,27,0.000,0.000,1.000,1.000,6,0.003
2,28,0.000,0.000,1.000,1.000,1,0.997
2,28,0.000,0.000,1.000,1.000,5,0.027
2,29,0.000,0.000,1.000,1.000,1,0.995
2,29,0.000,0.000,1.000,1.000,5,0.022
2,29,0.000,0.000,1.000,1.000,6,0.002
2,30,0.000,0.000,1.000,1.000,1,0.997
2,30,0.000,0.000,1.000,1.000,5,0.008
2,30,0.000,0.000,1.000,1.000,6,0.002
2,31,0.000,0.000,1.000,1.000,1,0.991
2,31,0.000,0.000,1.000,1.000,5,0.013
2,31,0.000,0.000,1.000,1.000,6,0.002
2,32,0.000,0.000,1.000,1.000,1,0.994
2,32,0.000,0.000,1.000,1.000,5,0.011
2,32,0.000,0.000,1.000,1.000,6,0.002
2,33,0.000,0.000,1.000,1.000,1,0.991
2,33,0.000,0.000,1.000,1.000,5,0.012
2,33,0.000,0.000,1.000,1.000,6,0.003
2,34,0.000,0.000,1.000,1.000,1,0.995
2,34,0.000,0.000,1.000,1.000,5,0.008
2,34,0.000,0.000,1.000,1.000,6,0.003
2,35,0.000,0.000,1.000,1.000,1,0.995
2,35,0.000,0.000,1.000,1.000,5,0.009
2,35,0.000,0.000,1.000,1.000,6,0.002
2,36,0.000,0.000,1.000,1.000,1,0.998
2,36,0.000,0.000,1.000,1.000,5,0.006
2,37,0.000,0.000,1.000,1.000,1,0.996
2,37,0.000,0.000,1.000,1.000,5,0.006
2,38,0.000,0.000,1.000,1.000,1,0.997
2,38,0.000,0.000,1.000,1.000,5,0.006
2,39,0.000,0.000,1.000,1.000,1,0.997
2,39,0.000,0.000,1.000,1.000,5,0.006
2,40,0.000,0.000,1.000,1.000,1,0.995
2,40,0.000,0.000,1.000,1.000,5,0.013
2,41,0.000,0.000,1.000,1.000,1,0.994
2,41,0.000,0.000,1.000,1.000,5,0.010
2,42,0.000,0.000,1.000,1.000,1,0.999
2,42,0.000,0.000,1.000,1.000,5,0.004
2,43,0.000,0.000,1.000,1.000,1,0.999
2,43,0.000,0.000,1.000,1.000,5,0.007
2,44,0.000,0.000,1.000,1.000,1,0.997
2,44,0.000,0.000,1.000,1.000,5,0.010
2,44,0.000,0.000,1.000,1.000,6,0.002
2,45,0.000,0.000,1.000,1.000,1,0.998
2,45,0.000,0.000,1.000,1.000,5,0.008
2,45,0.000,0.000,1.000,1.000,6,0.002
2,46,0.000,0.000,1.000,1.000,1,0.999
2,46,0.000,0.000,1.000,1.000,5,0.004
2,47,0.000,0.000,1.000,1.000,1,0.999
2,47,0.000,0.000,1.000,1.000,5,0.011
2,47,0.000,0.000,1.000,1.000,6,0.002
2,48,0.000,0.000,1.000,1.000,1,0.998
2,48,0.000,0.000,1.000,1.000,5,0.020
2,48,0.000,0.000,1.000,1.000,6,0.003
2,49,0.000,0.000,1.000,1.000,1,0.998
2,49,0.000,0.000,1.000,1.000,5,0.014
2,49,0.000,0.000,1.000,1.000,6,0.003
2,50,0.000,0.000,1.000,1.000,1,0.999
2,50,0.000,0.000,1.000,1.000,5,0.013
2,50,0.000,0.000,1.000,1.000,6,0.003
2,51,0.000,0.000,1.000,1.000,1,0.998
2,51,0.000,0.000,1.000,1.000,5,0.013
2,52,0.000,0.000,1.000,1.000,1,0.998
2,52,0.000,0.000,1.000,1.000,5,0.013
2,52,0.000,0.000,1.000,1.000,6,0.002
2,53,0.000,0.000,1.000,1.000,1,0.998
2,53,0.000,0.000,1.000,1.000,5,0.013
2,53,0.000,0.000,1.000,1.000,6,0.002
2,54,0.000,0.000,1.000,1.000,1,0.996
2,54,0.000,0.000,1.000,1.000,5,0.008
2,54,0.000,0.000,1.000,1.000,6,0.002
2,55,0.000,0.000,1.000,1.000,1,0.996
2,55,0.000,0.000,1.000,1.000,5,0.006
2,56,0.000,0.000,1.000,1.000,1,0.997
2,56,0.000,0.000,1.000,1.000,5,0.007
2,57,0.000,0.000,1.000,1.000,1,0.997
2,57,0.000,0.000,1.000,1.000,5,0.012
2,57,0.000,0.000,1.000,1.000,6,0.003
2,58,0.000,0.000,1.000,1.000,1,0.999
2,58,0.000,0.000,1.000,1.000,5,0.005
5,2,0.000,0.000,1.000,1.000,1,1.000
5,2,0.000,0.000,1.000,1.000,5,0.004
5,2,0.000,0.000,1.000,1.000,6,0.002
5,3,0.000,0.000,1.000,1.000,1,1.000
5,3,0.000,0.000,1.000,1.000,5,0.004
5,4,0.000,0.000,1.000,1.000,1,1.000
5,4,0.000,0.000,1.000,1.000,5,0.002
5,5,0.000,0.000,1.000,1.000,1,1.000
5,5,0.000,0.000,1.000,1.000,5,0.005
5,6,0.000,0.000,1.000,1.000,1,1.000
5,6,0.000,0.000,1.000,1.000,5,0.003
5,7,0.000,0.000,1.000,1.000,1,1.000
5,7,0.000,0.000,1.000,1.000,5,0.004
5,8,0.000,0.000,1.000,1.000,1,1.000
5,8,0.000,0.000,1.000,1.000,5,0.004
5,9,0.000,0.000,1.000,1.000,1,1.000
5,9,0.000,0.000,1.000,1.000,5,0.003
5,10,0.000,0.000,1.000,1.000,1,1.000
5,10,0.000,0.000,1.000,1.000,5,0.003
5,11,0.000,0.000,1.000,1.000,1,1.000
5,11,0.000,0.000,1.000,1.000,5,0.004
5,12,0.000,0.000,1.000,1.000,1,0.999
5,12,0.000,0.000,1.000,1.000,5,0.007
5,13,0.000,0.000,1.000,1.000,1,1.000
5,13,0.000,0.000,1.000,1.000,5,0.004
5,14,0.000,0.000,1.000,1.000,1,1.000
5,14,0.000,0.000,1.000,1.000,5,0.004
5,15,0.000,0.000,1.000,1.000,1,1.000
5,15,0.000,0.000,1.000,1.000,5,0.006
5,16,0.000,0.000,1.000,1.000,1,1.000
5,16,0.000,0.000,1.000,1.000,5,0.005
5,17,0.000,0.000,1.000,1.000,1,1.000
5,17,0.000,0.000,1.000,1.000,5,0.006
5,18,0.000,0.000,1.000,1.000,1,1.000
5,18,0.000,0.000,1.000,1.000,5,0.004
5,19,0.000,0.000,1.000,1.000,1,1.000
5,19,0.000,0.000,1.000,1.000,5,0.008
5,20,0.000,0.000,1.000,1.000,1,1.000
5,20,0.000,0.000,1.000,1.000,5,0.006
5,21,0.000,0.000,1.000,1.000,1,1.000
5,21,0.000,0.000,1.000,1.000,5,0.004
5,22,0.000,0.000,1.000,1.000,1,1.000
5,22,0.000,0.000,1.000,1.000,5,0.004
5,23,0.000,0.000,1.000,1.000,1,1.000
5,23,0.000,0.000,1.000,1.000,5,0.003
5,24,0.000,0.000,1.000,1.000,1,1.000
5,24,0.000,0.000,1.000,1.000,5,0.003
5,25,0.000,0.000,1.000,1.000,1,1.000
5,25,0.000,0.000,1.000,1.000,5,0.003
5,26,0.000,0.000,1.000,1.000,1,1.000
5,26,0.000,0.000,1.000,1.000,5,0.005
5,27,0.000,0.000,1.000,1.000,1,0.999
5,27,0.000,0.000,1.000,1.000,5,0.009
5,28,0.000,0.000,1.000,1.000,1,1.000
5,28,0.000,0.000,1.000,1.000,5,0.004
5,29,0.000,0.000,1.000,1.000,1,1.000
5,29,0.000,0.000,1.000,1.000,5,0.007
5,30,0.000,0.000,1.000,1.000,1,1.000
5,30,0.000,0.000,1.000,1.000,5,0.005
5,31,0.000,0.000,1.000,1.000,1,1.000
5,31,0.000,0.000,1.000,1.000,5,0.005
5,32,0.000,0.000,1.000,1.000,1,1.000
5,32,0.000,0.000,1.000,1.000,5,0.005
5,33,0.000,0.000,1.000,1.000,1,1.000
5,33,0.000,0.000,1.000,1.000,5,0.005
5,34,0.000,0.000,1.000,1.000,1,1.000
5,34,0.000,0.000,1.000,1.000,5,0.004
5,35,0.000,0.000,1.000,1.000,1,1.000
5,35,0.000,0.000,1.000,1.000,5,0.004
5,36,0.000,0.000,1.000,1.000,1,1.000
5,36,0.000,0.000,1.000,1.000,5,0.005
5,37,0.000,0.000,1.000,1.000,1,1.000
5,37,0.000,0.000,1.000,1.000,5,0.004
5,38,0.000,0.000,1.000,1.000,1,1.000
5,38,0.000,0.000,1.000,1.000,5,0.005
5,39,0.000,0.000,1.000,1.000,1,1.000
5,39,0.000,0.000,1.000,1.000,5,0.004
5,40,0.000,0.000,1.000,1.000,1,1.000
5,40,0.000,0.000,1.000,1.000,5,0.004
5,41,0.000,0.000,1.000,1.000,1,1.000
5,41,0.000,0.000,1.000,1.000,5,0.004
5,42,0.000,0.000,1.000,1.000,1,1.000
5,42,0.000,0.000,1.000,1.000,5,0.003
5,43,0.000,0.000,1.000,1.000,1,1.000
5,43,0.000,0.000,1.000,1.000,5,0.002
5,44,0.000,0.000,1.000,1.000,1,1.000
5,44,0.000,0.000,1.000,1.000,5,0.003
5,45,0.000,0.000,1.000,1.000,1,1.000
5,45,0.000,0.000,1.000,1.000,5,0.004
5,45,0.000,0.000,1.000,1.000,6,0.002
5,46,0.000,0.000,1.000,1.000,1,1.000
5,46,0.000,0.000,1.000,1.000,5,0.005
5,47,0.000,0.000,1.000,1.000,1,1.000
5,47,0.000,0.000,1.000,1.000,5,0.004
5,48,0.000,0.000,1.000,1.000,1,1.000
5,48,0.000,0.000,1.000,1.000,5,0.003
5,49,0.000,0.000,1.000,1.000,1,1.000
5,49,0.000,0.000,1.000,1.000,5,0.003
5,50,0.000,0.000,1.000,1.000,1,1.000
5,50,0.000,0.000,1.000,1.000,5,0.007
5,51,0.000,0.000,1.000,1.000,1,1.000
5,51,0.000,0.000,1.000,1.000,5,0.007
5,52,0.000,0.000,1.000,1.000,1,1.000
5,52,0.000,0.000,1.000,1.000,5,0.005
5,53,0.000,0.000,1.000,1.000,1,1.000
5,53,0.000,0.000,1.000,1.000,5,0.007
5,54,0.000,0.000,1.000,1.000,1,1.000
5,54,0.000,0.000,1.000,1.000,5,0.006
5,55,0.000,0.000,1.000,1.000,1,1.000
5,56,0.000,0.000,1.000,1.000,1,1.000
5,56,0.000,0.000,1.000,1.000,5,0.004
5,57,0.000,0.000,1.000,1.000,1,1.000
5,57,0.000,0.000,1.000,1.000,5,0.006
5,57,0.000,0.000,1.000,1.000,6,0.002
5,58,0.000,0.000,1.000,1.000,1,1.000
5,58,0.000,0.000,1.000,1.000,5,0.005
8,2,0.000,0.000,1.000,1.000,1,0.999
8,2,0.000,0.000,1.000,1.000,5,0.008
